City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
20,Atuona,PF,-9.8,-139.0333,77.65,74,43,15.41,scattered clouds,2022-07-20 18:27:55
21,Montepuez,MZ,-13.1256,38.9997,65.21,70,68,6.58,broken clouds,2022-07-20 18:27:55
22,Saint-Philippe,RE,-21.3585,55.7679,67.59,72,32,14.65,scattered clouds,2022-07-20 18:27:55
23,Hithadhoo,MV,-0.6,73.0833,81.27,68,100,1.81,overcast clouds,2022-07-20 18:27:56
24,Aklavik,CA,68.2191,-135.0107,62.6,67,75,5.75,broken clouds,2022-07-20 18:27:56
25,Sri Aman,MY,1.2376,111.4621,75.25,94,41,0.0,scattered clouds,2022-07-20 18:27:56
26,Adrar,MR,20.5022,-10.0711,104.63,12,16,11.74,few clouds,2022-07-20 18:27:57
27,Port-Cartier,CA,50.0334,-66.8654,77.11,45,14,14.09,few clouds,2022-07-20 18:27:57
28,Batagay,RU,67.6333,134.6333,40.19,88,85,3.15,overcast clouds,2022-07-20 18:27:57
29,Port Alfred,ZA,-33.5906,26.891,56.17,96,99,1.99,overcast clouds,2022-07-20 18:27:58
30,Bethel,US,41.3712,-73.414,97.36,51,0,3.44,clear sky,2022-07-20 18:26:02
31,Huilong,CN,31.8111,121.655,83.93,93,100,10.56,light rain,2022-07-20 18:27:58
32,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,100,100,4.47,overcast clouds,2022-07-20 18:27:58
33,Qaqortoq,GL,60.7167,-46.0333,53.28,81,94,7.49,overcast clouds,2022-07-20 18:27:59
34,Mahebourg,MU,-20.4081,57.7,71.26,73,40,14.97,scattered clouds,2022-07-20 18:27:59
35,Sabha,LY,27.0377,14.4283,89.4,16,4,10.92,clear sky,2022-07-20 18:27:59
36,Fortuna,US,40.5982,-124.1573,65.93,78,46,3.0,scattered clouds,2022-07-20 18:28:00
37,Tuktoyaktuk,CA,69.4541,-133.0374,55.4,82,75,12.66,broken clouds,2022-07-20 18:28:00
38,Bredasdorp,ZA,-34.5322,20.0403,49.01,82,66,4.07,broken clouds,2022-07-20 18:24:16
39,Urumqi,CN,43.801,87.6005,70.75,35,0,11.18,clear sky,2022-07-20 18:28:00
40,Cape Town,ZA,-33.9258,18.4232,53.11,67,0,5.75,clear sky,2022-07-20 18:23:26
41,Calhoun,US,42.2506,-85.0005,89.65,44,75,13.8,broken clouds,2022-07-20 18:28:01
42,Longyearbyen,SJ,78.2186,15.6401,49.84,87,75,10.36,broken clouds,2022-07-20 18:23:08
43,Airai,TL,-8.9266,125.4092,57.04,94,73,3.27,broken clouds,2022-07-20 18:28:01
44,Khandyga,RU,62.6667,135.6,64.42,82,0,1.74,clear sky,2022-07-20 18:28:02
45,Kruisfontein,ZA,-34.0033,24.7314,54.88,91,99,2.15,overcast clouds,2022-07-20 18:28:02
46,Outjo,NA,-20.1167,16.15,59.16,27,0,2.91,clear sky,2022-07-20 18:28:02
47,Atar,MR,20.5169,-13.0499,109.58,6,96,11.9,overcast clouds,2022-07-20 18:28:10
48,Boueni,YT,-12.9025,45.0761,75.18,67,4,6.04,clear sky,2022-07-20 18:28:10
49,Celestun,MX,20.8667,-90.4,88.39,58,5,13.98,clear sky,2022-07-20 18:28:10
50,Busselton,AU,-33.65,115.3333,58.68,93,100,11.86,light rain,2022-07-20 18:28:11
51,Cleveland,US,41.4995,-81.6954,90.01,59,75,18.41,broken clouds,2022-07-20 18:27:27
52,Hovd,MN,48.0056,91.6419,56.32,57,71,3.67,broken clouds,2022-07-20 18:28:11
53,Rikitea,PF,-23.1203,-134.9692,73.18,76,3,0.65,clear sky,2022-07-20 18:28:11
54,Nikolskoye,RU,59.7035,30.7861,72.88,57,93,11.86,overcast clouds,2022-07-20 18:28:12
55,Canby,US,45.2629,-122.6926,83.52,56,0,3.44,clear sky,2022-07-20 18:28:12
56,Olinda,BR,-8.0089,-34.8553,80.33,69,75,14.97,broken clouds,2022-07-20 18:28:12
57,Chokurdakh,RU,70.6333,147.9167,39.87,79,89,8.48,overcast clouds,2022-07-20 18:25:31
58,Banff,CA,51.1762,-115.5698,74.43,27,5,6.91,clear sky,2022-07-20 18:28:13
59,Burnie,AU,-41.0667,145.9167,43.95,81,10,7.02,clear sky,2022-07-20 18:28:13
60,Ust-Ilimsk,RU,58.0006,102.6619,58.44,74,95,4.18,overcast clouds,2022-07-20 18:28:12
61,Rapar,IN,23.5667,70.6333,82.96,78,100,17.85,overcast clouds,2022-07-20 18:28:14
62,Castro,BR,-24.7911,-50.0119,70.36,64,40,4.7,scattered clouds,2022-07-20 18:28:14
63,Mazamari,PE,-11.3258,-74.5308,89.17,42,39,3.27,scattered clouds,2022-07-20 18:28:14
64,Pisco,PE,-13.7,-76.2167,60.03,88,100,4.61,mist,2022-07-20 18:24:57
65,Mataura,NZ,-46.1927,168.8643,38.48,93,47,1.57,scattered clouds,2022-07-20 18:28:15
66,Vaini,TO,-21.2,-175.2,73.56,88,40,6.91,scattered clouds,2022-07-20 18:28:15
67,Kavieng,PG,-2.5744,150.7967,81.01,80,99,11.32,light rain,2022-07-20 18:28:15
68,Marawi,PH,7.9986,124.2928,69.93,94,76,3.56,broken clouds,2022-07-20 18:28:16
69,Broome,US,42.2506,-75.833,94.01,50,20,6.91,few clouds,2022-07-20 18:28:16
70,Krasnoselkup,RU,65.7,82.4667,52.79,75,100,4.94,overcast clouds,2022-07-20 18:28:16
71,Gasa,PS,31.5,34.4667,80.89,72,0,9.13,clear sky,2022-07-20 18:28:16
72,Vao,NC,-22.6667,167.4833,74.03,87,100,7.7,light rain,2022-07-20 18:28:17
73,Kudahuvadhoo,MV,2.6708,72.8944,80.78,74,100,10.07,overcast clouds,2022-07-20 18:28:17
74,Hilo,US,19.7297,-155.09,80.28,94,75,8.05,broken clouds,2022-07-20 18:25:33
75,Provideniya,RU,64.3833,-173.3,39.9,94,95,17.54,overcast clouds,2022-07-20 18:28:17
76,San Felipe,VE,10.3399,-68.7425,90.3,45,70,5.01,broken clouds,2022-07-20 18:28:18
77,Olga,RU,43.7444,135.2892,62.53,90,66,3.38,broken clouds,2022-07-20 18:28:18
78,Kapaa,US,22.0752,-159.319,79.12,84,40,13.8,scattered clouds,2022-07-20 18:28:19
79,Esperance,AU,-33.8667,121.9,61.43,51,100,18.37,overcast clouds,2022-07-20 18:28:19
80,Ribeira Grande,PT,38.5167,-28.7,75.6,78,20,8.05,few clouds,2022-07-20 18:28:19
81,Constitucion,CL,-35.3333,-72.4167,58.89,69,9,5.06,clear sky,2022-07-20 18:28:20
82,Carnarvon,AU,-24.8667,113.6333,70.79,76,0,16.89,clear sky,2022-07-20 18:28:20
83,Finnsnes,NO,69.2296,17.9811,65.01,79,97,5.14,light rain,2022-07-20 18:27:05
84,Uncia,BO,-18.467,-66.5685,59.52,11,93,5.64,overcast clouds,2022-07-20 18:28:20
85,Nouakchott,MR,18.0858,-15.9785,80.53,80,77,16.75,broken clouds,2022-07-20 18:25:31
86,Puerto Ayora,EC,-0.7393,-90.3518,76.96,94,96,7.0,overcast clouds,2022-07-20 18:28:21
87,Chany,RU,55.3121,76.7647,60.84,96,100,11.36,moderate rain,2022-07-20 18:28:21
88,Meadow Lake,US,34.8014,-106.5436,94.6,27,54,9.22,broken clouds,2022-07-20 18:28:22
89,Ionia,US,42.9873,-85.0711,88.29,54,100,27.63,overcast clouds,2022-07-20 18:28:22
90,Jutai,BR,-5.1833,-68.9,93.02,36,27,3.89,scattered clouds,2022-07-20 18:28:22
91,Sorong,ID,-0.8833,131.25,77.74,88,100,6.69,overcast clouds,2022-07-20 18:28:23
92,Barrow,US,71.2906,-156.7887,50.02,71,0,4.61,clear sky,2022-07-20 18:28:23
93,Clyde River,CA,70.4692,-68.5914,39.43,100,100,9.22,light rain,2022-07-20 18:25:26
94,Beaumont,US,30.0861,-94.1019,97.23,56,75,13.8,broken clouds,2022-07-20 18:28:23
95,Mitu,CO,1.1983,-70.1733,77.05,93,95,2.59,overcast clouds,2022-07-20 18:25:12
96,Lamar,US,33.6668,-95.5836,105.98,44,0,17.27,clear sky,2022-07-20 18:28:31
97,Ouesso,CG,1.6136,16.0517,73.47,92,87,2.95,light rain,2022-07-20 18:28:31
98,Bengkulu,ID,-3.8004,102.2655,77.18,88,90,3.22,overcast clouds,2022-07-20 18:25:23
99,Quatre Cocos,MU,-20.2078,57.7625,71.1,70,94,21.63,light rain,2022-07-20 18:28:32
100,Siverek,TR,37.755,39.3167,89.08,13,0,9.4,clear sky,2022-07-20 18:28:32
101,Sitka,US,57.0531,-135.33,53.49,82,100,3.44,moderate rain,2022-07-20 18:28:32
102,Bambous Virieux,MU,-20.3428,57.7575,71.22,73,40,14.97,light rain,2022-07-20 18:28:32
103,Shelburne,CA,44.0787,-80.2041,83.75,52,93,19.82,overcast clouds,2022-07-20 18:28:33
104,La Ronge,CA,55.1001,-105.2842,68.22,56,75,16.11,broken clouds,2022-07-20 18:28:33
105,Ahipara,NZ,-35.1667,173.1667,54.75,72,46,17.22,scattered clouds,2022-07-20 18:28:33
106,Victor Harbor,AU,-35.5667,138.6167,44.67,85,70,7.2,broken clouds,2022-07-20 18:28:34
107,Talcahuano,CL,-36.7167,-73.1167,53.28,94,100,5.75,overcast clouds,2022-07-20 18:28:34
108,Manadhoo,MV,5.7667,73.3833,80.35,79,100,13.6,moderate rain,2022-07-20 18:28:34
109,Lompoc,US,34.6391,-120.4579,90.01,72,0,12.66,clear sky,2022-07-20 18:28:35
110,Klamath Falls,US,42.2249,-121.7817,84.96,25,0,3.0,clear sky,2022-07-20 18:27:47
111,Mangan,IN,27.5167,88.5333,76.26,92,100,1.83,overcast clouds,2022-07-20 18:28:35
112,Bluff,NZ,-46.6,168.3333,38.8,66,92,7.94,overcast clouds,2022-07-20 18:28:35
113,Linguere,SN,15.3953,-15.1193,92.77,46,85,8.3,overcast clouds,2022-07-20 18:28:36
114,Zyryanovsk,KZ,49.7386,84.2719,59.34,58,99,2.24,overcast clouds,2022-07-20 18:28:36
115,Fairbanks,US,64.8378,-147.7164,60.1,78,75,4.61,broken clouds,2022-07-20 18:24:41
116,Svetlyy,RU,54.675,20.1347,71.65,68,22,3.56,few clouds,2022-07-20 18:28:36
117,Half Moon Bay,US,37.4636,-122.4286,82.53,74,100,19.57,overcast clouds,2022-07-20 18:24:34
118,Saint George,US,37.1041,-113.5841,104.43,21,0,3.0,clear sky,2022-07-20 18:28:37
119,Mount Pleasant,US,32.7941,-79.8626,91.0,79,100,10.36,light rain,2022-07-20 18:28:37
120,Casambalangan,PH,18.3765,122.1274,81.97,85,8,6.29,clear sky,2022-07-20 18:28:37
121,Komsomolskiy,UZ,40.4272,71.7189,83.12,42,0,6.91,clear sky,2022-07-20 18:28:38
122,Qeshm,IR,26.9581,56.2719,91.29,82,78,13.44,broken clouds,2022-07-20 18:28:38
123,Vaasa,FI,63.096,21.6158,70.29,59,0,3.44,clear sky,2022-07-20 18:26:37
124,Rock Island,US,41.45,-90.5168,85.14,63,0,16.11,clear sky,2022-07-20 18:28:39
125,Yellowknife,CA,62.456,-114.3525,63.12,63,75,13.8,light intensity shower rain,2022-07-20 18:27:11
126,Severo-Kurilsk,RU,50.6789,156.125,51.19,98,96,12.93,light rain,2022-07-20 18:26:03
127,Ulundi,ZA,-28.3352,31.4162,57.69,93,44,3.27,scattered clouds,2022-07-20 18:28:39
128,Kobryn,BY,52.2138,24.3564,64.76,75,53,8.14,broken clouds,2022-07-20 18:28:39
129,Martapura,ID,-3.4167,114.85,77.09,83,10,2.3,clear sky,2022-07-20 18:28:40
130,Lagoa,PT,39.05,-27.9833,72.27,76,36,5.39,scattered clouds,2022-07-20 18:28:40
131,Saurimo,AO,-9.6608,20.3916,70.34,31,7,1.77,clear sky,2022-07-20 18:28:40
132,Umm Kaddadah,SD,13.6017,26.6876,89.19,39,42,6.33,scattered clouds,2022-07-20 18:28:41
133,Mar Del Plata,AR,-38.0023,-57.5575,64.42,63,0,21.85,clear sky,2022-07-20 18:28:26
134,Kaitangata,NZ,-46.2817,169.8464,41.41,81,90,5.7,overcast clouds,2022-07-20 18:28:41
135,Guigue,VE,10.0853,-67.7792,89.42,48,75,6.4,broken clouds,2022-07-20 18:28:41
136,Iqaluit,CA,63.7506,-68.5145,51.53,81,75,8.05,broken clouds,2022-07-20 18:28:42
137,Nome,US,64.5011,-165.4064,48.27,87,100,17.27,light rain,2022-07-20 18:28:42
138,Poum,NC,-20.2333,164.0167,75.09,87,100,10.89,overcast clouds,2022-07-20 18:24:33
139,Poltavka,RU,54.3663,71.7632,64.71,92,48,5.57,scattered clouds,2022-07-20 18:28:50
140,Saint-Augustin,CA,51.226,-58.6502,56.7,90,100,13.38,overcast clouds,2022-07-20 18:28:50
141,Nhulunbuy,AU,-12.2333,136.7667,63.21,94,43,0.0,scattered clouds,2022-07-20 18:28:50
142,Khatanga,RU,71.9667,102.5,47.39,60,100,22.26,overcast clouds,2022-07-20 18:28:50
143,Songjianghe,CN,42.1859,127.479,61.02,98,92,2.95,overcast clouds,2022-07-20 18:28:51
144,Gull Lake,CA,50.1001,-108.4847,71.64,38,2,13.71,clear sky,2022-07-20 18:28:51
145,Sept-Iles,CA,50.2001,-66.3821,77.43,52,75,19.57,broken clouds,2022-07-20 18:28:51
146,Butaritari,KI,3.0707,172.7902,81.25,78,95,10.49,light rain,2022-07-20 18:25:22
147,Rio Gallegos,AR,-51.6226,-69.2181,39.25,56,0,34.52,clear sky,2022-07-20 18:26:26
148,Hobyo,SO,5.3505,48.5268,75.9,81,40,26.62,scattered clouds,2022-07-20 18:28:52
149,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.49,97,100,8.77,overcast clouds,2022-07-20 18:28:52
150,Katsuura,JP,35.1333,140.3,77.9,77,99,6.67,overcast clouds,2022-07-20 18:28:53
151,Nagato,JP,34.3833,131.2,76.12,88,97,6.17,overcast clouds,2022-07-20 18:28:53
152,Russell,US,32.3502,-85.1999,92.97,59,67,4.54,broken clouds,2022-07-20 18:28:53
153,Svolvaer,NO,68.2342,14.5683,58.98,100,75,14.97,broken clouds,2022-07-20 18:28:54
154,Qaanaaq,GL,77.484,-69.3632,41.36,79,100,4.7,overcast clouds,2022-07-20 18:28:54
155,Saint-Georges,GD,12.0564,-61.7485,83.88,79,20,16.11,few clouds,2022-07-20 18:28:54
156,Christchurch,NZ,-43.5333,172.6333,43.0,93,75,25.32,moderate rain,2022-07-20 18:25:52
157,Piacabucu,BR,-10.4056,-36.4344,76.39,86,68,14.23,broken clouds,2022-07-20 18:28:55
158,Port Blair,IN,11.6667,92.75,78.67,84,100,12.8,very heavy rain,2022-07-20 18:28:55
159,Taltal,CL,-25.4,-70.4833,60.89,77,97,5.84,overcast clouds,2022-07-20 18:28:55
160,Gornopravdinsk,RU,60.05,69.9,62.71,76,100,4.29,overcast clouds,2022-07-20 18:28:56
161,Klaksvik,FO,62.2266,-6.589,50.92,91,84,19.19,broken clouds,2022-07-20 18:28:56
162,Bandarbeyla,SO,9.4942,50.8122,80.65,56,30,24.87,scattered clouds,2022-07-20 18:28:56
163,Hasaki,JP,35.7333,140.8333,75.6,83,99,8.43,overcast clouds,2022-07-20 18:27:42
164,Tazovskiy,RU,67.4667,78.7,49.08,73,91,13.09,overcast clouds,2022-07-20 18:28:57
165,Naze,JP,28.3667,129.4833,79.72,89,95,15.23,overcast clouds,2022-07-20 18:28:57
166,Carnot,CF,4.9409,15.8665,71.69,96,99,1.7,light rain,2022-07-20 18:28:57
167,Waipawa,NZ,-41.4122,175.5153,43.68,91,100,13.47,light rain,2022-07-20 18:28:57
168,Mitsamiouli,KM,-11.3847,43.2844,73.69,68,20,6.91,few clouds,2022-07-20 18:28:58
169,Grand Gaube,MU,-20.0064,57.6608,71.38,58,97,10.0,overcast clouds,2022-07-20 18:28:58
170,Korla,CN,41.7597,86.1469,70.59,42,11,5.03,few clouds,2022-07-20 18:28:58
171,Kopanskaya,RU,46.2779,38.4795,72.36,55,0,11.03,clear sky,2022-07-20 18:28:59
172,Dunedin,NZ,-45.8742,170.5036,42.8,85,99,14.0,overcast clouds,2022-07-20 18:28:59
173,Lucapa,AO,-8.4192,20.7447,75.29,26,27,2.19,scattered clouds,2022-07-20 18:28:59
174,Salalah,OM,17.0151,54.0924,77.09,94,75,5.75,broken clouds,2022-07-20 18:29:00
175,Thinadhoo,MV,0.5333,72.9333,81.27,73,100,8.63,overcast clouds,2022-07-20 18:29:00
176,Tilichiki,RU,60.4667,166.1,47.61,60,7,6.71,clear sky,2022-07-20 18:29:00
177,Antofagasta,CL,-23.65,-70.4,60.08,67,80,6.02,broken clouds,2022-07-20 18:24:41
178,San Vicente,AR,-26.6167,-54.1333,79.02,52,0,6.04,clear sky,2022-07-20 18:29:01
179,Pangody,RU,65.85,74.4859,58.26,49,70,8.21,broken clouds,2022-07-20 18:29:01
180,Mehamn,NO,71.0357,27.8492,55.35,94,20,2.3,few clouds,2022-07-20 18:29:01
181,Sungaipenuh,ID,-2.0833,101.3833,63.12,96,67,1.5,broken clouds,2022-07-20 18:29:02
182,Port Augusta,AU,-32.5,137.7667,42.78,83,6,5.46,clear sky,2022-07-20 18:29:02
183,Almaznyy,RU,48.0448,40.045,71.33,42,58,4.63,broken clouds,2022-07-20 18:29:02
184,Kosh-Agach,RU,50.0,88.6667,44.96,69,13,3.04,few clouds,2022-07-20 18:29:03
185,Poso,ID,-1.3959,120.7524,76.71,85,11,3.38,few clouds,2022-07-20 18:29:10
186,Diamantina,BR,-18.2494,-43.6003,74.77,34,19,12.59,few clouds,2022-07-20 18:29:10
187,Torbay,CA,47.6666,-52.7314,72.57,75,75,23.02,broken clouds,2022-07-20 18:29:11
188,Krasnozerskoye,RU,53.9828,79.2374,68.25,53,100,8.75,overcast clouds,2022-07-20 18:29:11
189,Port Macquarie,AU,-31.4333,152.9167,53.49,94,75,3.44,broken clouds,2022-07-20 18:29:11
190,Pompeu,BR,-19.2244,-44.9353,82.18,27,22,7.72,few clouds,2022-07-20 18:29:12
191,Rocha,UY,-34.4833,-54.3333,62.37,70,1,12.55,clear sky,2022-07-20 18:29:12
192,Sioux Lookout,CA,50.1001,-91.917,75.27,73,75,12.66,broken clouds,2022-07-20 18:29:12
193,Kirundo,BI,-2.5833,30.1667,66.76,49,21,3.58,few clouds,2022-07-20 18:29:13
194,Pitimbu,BR,-7.4706,-34.8086,81.19,79,18,12.68,few clouds,2022-07-20 18:29:13
195,Sangar,RU,63.9242,127.4739,63.63,84,100,3.91,light rain,2022-07-20 18:29:13
196,Basco,PH,20.4487,121.9702,85.42,76,3,11.52,clear sky,2022-07-20 18:29:14
197,Gibsons,CA,49.3997,-123.5027,77.09,71,7,3.33,clear sky,2022-07-20 18:24:42
198,Georgetown,MY,5.4112,100.3354,81.9,89,20,2.3,few clouds,2022-07-20 18:28:33
199,Pacific Grove,US,36.6177,-121.9166,74.21,88,75,11.99,broken clouds,2022-07-20 18:29:14
200,Sao Paulo Do Potengi,BR,-5.895,-35.7628,82.51,55,32,13.67,scattered clouds,2022-07-20 18:25:46
201,Tasiilaq,GL,65.6145,-37.6368,42.96,80,43,3.24,scattered clouds,2022-07-20 18:29:15
202,Upata,VE,8.0086,-62.3989,81.19,84,60,2.33,broken clouds,2022-07-20 18:29:15
203,Pevek,RU,69.7008,170.3133,31.19,93,96,13.15,overcast clouds,2022-07-20 18:29:08
204,Miquelon,PM,47.0975,-56.3814,66.2,90,70,27.29,broken clouds,2022-07-20 18:29:15
205,Sorland,NO,67.667,12.6934,55.26,94,78,23.76,broken clouds,2022-07-20 18:29:16
206,Mount Gambier,AU,-37.8333,140.7667,39.09,86,0,5.59,clear sky,2022-07-20 18:29:16
207,Souillac,MU,-20.5167,57.5167,70.18,73,40,14.97,scattered clouds,2022-07-20 18:29:16
208,San Ramon,US,37.7799,-121.978,84.65,51,0,8.01,clear sky,2022-07-20 18:29:17
209,Thompson,CA,55.7435,-97.8558,68.16,73,75,6.91,broken clouds,2022-07-20 18:29:17
210,Molteno,ZA,-31.3968,26.3625,50.92,43,74,6.82,broken clouds,2022-07-20 18:29:17
211,Burns Lake,CA,54.2331,-125.7533,60.22,46,27,3.44,scattered clouds,2022-07-20 18:25:05
212,Ust-Nera,RU,64.5667,143.2,54.97,81,100,8.7,overcast clouds,2022-07-20 18:29:18
213,Ilulissat,GL,69.2167,-51.1,62.62,36,75,12.66,broken clouds,2022-07-20 18:29:18
214,Vestmanna,FO,62.1564,-7.1664,49.12,87,75,17.27,broken clouds,2022-07-20 18:29:18
215,Ponta Do Sol,PT,32.6667,-17.1,77.72,75,0,3.36,clear sky,2022-07-20 18:29:19
216,Xining,CN,36.6167,101.7667,54.3,72,60,3.83,broken clouds,2022-07-20 18:29:19
217,Warrnambool,AU,-38.3833,142.4833,41.81,86,0,8.28,clear sky,2022-07-20 18:29:19
218,Igrim,RU,63.1906,64.4162,62.29,58,73,8.03,broken clouds,2022-07-20 18:29:19
219,Yerbogachen,RU,61.2767,108.0108,54.75,94,100,3.69,overcast clouds,2022-07-20 18:29:20
220,Saldanha,ZA,-33.0117,17.9442,44.65,61,0,13.67,clear sky,2022-07-20 18:24:41
221,Buala,SB,-8.145,159.5921,78.44,81,70,6.91,broken clouds,2022-07-20 18:29:20
222,Pembroke,CA,45.8168,-77.1162,82.38,42,82,11.65,light rain,2022-07-20 18:29:21
223,Moranbah,AU,-22.0016,148.0466,58.08,95,88,14.99,overcast clouds,2022-07-20 18:29:21
224,Axim,GH,4.8699,-2.2405,75.72,65,88,7.25,overcast clouds,2022-07-20 18:29:21
225,Betioky,MG,-23.7167,44.3833,65.23,46,0,5.88,clear sky,2022-07-20 18:29:21
226,Ixtapa,MX,20.7,-105.2,89.22,70,100,4.61,overcast clouds,2022-07-20 18:29:22
227,Baijiantan,CN,45.6333,85.1833,77.63,25,60,5.28,broken clouds,2022-07-20 18:29:22
228,Correntina,BR,-13.3433,-44.6367,87.15,24,20,8.97,few clouds,2022-07-20 18:29:22
229,Den Helder,NL,52.9599,4.7593,74.95,72,20,15.99,few clouds,2022-07-20 18:29:23
230,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,78,40,10.36,scattered clouds,2022-07-20 18:29:23
231,Kodiak,US,57.79,-152.4072,53.11,82,40,4.61,scattered clouds,2022-07-20 18:25:57
232,Kieta,PG,-6.2167,155.6333,77.81,84,95,3.74,overcast clouds,2022-07-20 18:29:23
233,Atlantic City,US,39.3643,-74.4229,99.01,53,75,8.05,broken clouds,2022-07-20 18:29:31
234,Vila Velha,BR,-20.3297,-40.2925,78.75,76,0,13.8,clear sky,2022-07-20 18:28:26
235,San Cristobal,VE,7.7669,-72.225,77.18,53,50,8.32,scattered clouds,2022-07-20 18:28:37
236,Tadine,NC,-21.55,167.8833,74.43,92,100,8.84,overcast clouds,2022-07-20 18:25:24
237,Road Town,VG,18.4167,-64.6167,87.84,70,40,11.5,scattered clouds,2022-07-20 18:29:31
238,Marshall,US,34.3834,-86.3333,95.07,55,0,13.8,clear sky,2022-07-20 18:29:32
239,Evensk,RU,61.95,159.2333,55.65,86,10,5.41,clear sky,2022-07-20 18:29:32
240,Portland,US,45.5234,-122.6762,83.95,57,0,5.99,clear sky,2022-07-20 18:28:24
241,Berlevag,NO,70.8578,29.0864,55.4,94,100,2.3,overcast clouds,2022-07-20 18:29:32
242,Margate,GB,51.3813,1.3862,78.87,63,48,4.0,scattered clouds,2022-07-20 18:29:33
243,East London,ZA,-33.0153,27.9116,58.14,94,75,3.44,broken clouds,2022-07-20 18:29:33
244,Ayorou,NE,14.7308,0.9174,94.1,37,76,7.07,broken clouds,2022-07-20 18:29:33
245,Swan Hill,AU,-35.3378,143.5544,41.13,76,32,10.09,scattered clouds,2022-07-20 18:29:34
246,Xai-Xai,MZ,-25.0519,33.6442,68.9,84,2,8.63,clear sky,2022-07-20 18:29:34
247,Rovaniemi,FI,66.5,25.7167,67.41,63,0,5.75,clear sky,2022-07-20 18:27:45
248,Aginskoye,RU,51.1,114.53,60.91,93,89,4.29,overcast clouds,2022-07-20 18:29:34
249,Luderitz,NA,-26.6481,15.1594,58.46,59,0,21.61,clear sky,2022-07-20 18:29:35
250,Riberalta,BO,-10.9833,-66.1,89.8,45,20,4.61,few clouds,2022-07-20 18:29:35
251,Ise,JP,34.4833,136.7,74.52,76,95,5.91,overcast clouds,2022-07-20 18:29:35
252,Pangnirtung,CA,66.1451,-65.7125,48.2,87,100,6.91,light rain,2022-07-20 18:29:36
253,New Norfolk,AU,-42.7826,147.0587,34.72,89,3,2.39,clear sky,2022-07-20 18:29:36
254,La Asuncion,VE,11.0333,-63.8628,87.53,62,17,16.11,few clouds,2022-07-20 18:29:36
255,Cabo San Lucas,MX,22.8909,-109.9124,95.61,46,20,9.22,few clouds,2022-07-20 18:24:47
256,Halifax,CA,44.6453,-63.5724,82.89,40,20,19.57,few clouds,2022-07-20 18:27:56
257,Resende,BR,-22.4689,-44.4467,76.03,61,61,6.62,broken clouds,2022-07-20 18:29:37
258,Makakilo City,US,21.3469,-158.0858,80.92,61,0,14.97,clear sky,2022-07-20 18:26:46
259,Ginir,ET,7.1333,40.7,60.06,73,100,4.25,overcast clouds,2022-07-20 18:29:37
260,Guerrero Negro,MX,27.9769,-114.0611,80.6,50,47,11.12,scattered clouds,2022-07-20 18:29:38
261,Pierre,US,44.3683,-100.351,94.86,27,0,10.0,clear sky,2022-07-20 18:29:38
262,Zabid,YE,14.1951,43.3152,85.15,55,100,3.18,overcast clouds,2022-07-20 18:29:38
